   47
SPSCLMS ON H+1  3-2  H(1S) DONOR  5/2/90     H1NEW1(4)   LMS   ISEL=1
  1.52E-09                                                     QEFREF
  4.00E+04  5.00E+03  2.50E+13  2.00E+00  3.00E+00             PARMREF
        21        12        17        12         1             NPARMSC
  1.00E+03  1.50E+03  2.00E+03  3.00E+03  5.00E+03  7.00E+03   ENER
  1.00E+04  1.50E+04  2.00E+04  3.00E+04  4.00E+04  5.00E+04
  6.00E+04  7.00E+04  1.00E+05  1.50E+05  2.00E+05  3.00E+05
  5.00E+05  7.00E+05  1.00E+06  0.00E+00  0.00E+00  0.00E+00
  8.41E-12  1.68E-11  2.76E-11  6.09E-11  1.56E-10  3.18E-10   QENER
  6.22E-10  1.12E-09  1.57E-09  1.79E-09  1.52E-09  1.14E-09
  7.97E-10  5.67E-10  2.23E-10  6.08E-11  1.77E-11  2.87E-12
  2.77E-13  6.27E-14  1.22E-14  0.00E+00  0.00E+00  0.00E+00
  1.00E+03  2.00E+03  3.00E+03  5.00E+03  7.00E+03  1.00E+04   TIEV
  1.30E+04  1.60E+04  1.90E+04  2.20E+04  2.50E+04  3.00E+04
  1.52E-09  1.52E-09  1.52E-09  1.52E-09  1.52E-09  1.52E-09   QTIEV
  1.52E-09  1.52E-09  1.52E-09  1.51E-09  1.51E-09  1.51E-09
  1.00E+11  2.00E+11  3.00E+11  5.00E+11  7.00E+11  1.00E+12   DENSI
  2.00E+12  3.00E+12  5.00E+12  7.00E+12  1.00E+13  2.00E+13
  2.50E+13  3.00E+13  5.00E+13  7.00E+13  1.00E+14  0.00E+00
  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1.38E-09  1.40E-09  1.41E-09  1.43E-09  1.44E-09  1.46E-09   QDENSI
  1.48E-09  1.49E-09  1.50E-09  1.51E-09  1.51E-09  1.52E-09
  1.52E-09  1.52E-09  1.52E-09  1.52E-09  1.52E-09  0.00E+00
  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1.00E+00  1.20E+00  1.50E+00  1.70E+00  2.00E+00  2.50E+00   ZEFF
  3.00E+00  3.50E+00  4.00E+00  4.50E+00  5.00E+00  6.00E+00
  1.51E-09  1.51E-09  1.51E-09  1.51E-09  1.52E-09  1.52E-09   QZEFF
  1.52E-09  1.52E-09  1.52E-09  1.52E-09  1.52E-09  1.52E-09
  3.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00   BMAG
  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1.52E-09  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00   QBMAG
  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
SPSCLMS ON H+1  4-2  H(1S) DONOR  ??????     ?????????   LMS   ISEL=2
  1.52E-09                                                     QEFREF
  4.00E+04  5.00E+03  2.50E+13  2.00E+00  3.00E+00             PARMREF
        21        12        17        12         1             NPARMSC
  1.00E+03  1.50E+03  2.00E+03  3.00E+03  5.00E+03  7.00E+03   ENER
  1.00E+04  1.50E+04  2.00E+04  3.00E+04  4.00E+04  5.00E+04
  6.00E+04  7.00E+04  1.00E+05  1.50E+05  2.00E+05  3.00E+05
  5.00E+05  7.00E+05  1.00E+06  0.00E+00  0.00E+00  0.00E+00
  8.41E-12  1.68E-11  2.76E-11  6.09E-11  1.56E-10  3.18E-10   QENER
  6.22E-10  1.12E-09  1.57E-09  1.79E-09  1.52E-09  1.14E-09
  7.97E-10  5.67E-10  2.23E-10  6.08E-11  1.77E-11  2.87E-12
  2.77E-13  6.27E-14  1.22E-14  0.00E+00  0.00E+00  0.00E+00
  1.00E+03  2.00E+03  3.00E+03  5.00E+03  7.00E+03  1.00E+04   TIEV
  1.30E+04  1.60E+04  1.90E+04  2.20E+04  2.50E+04  3.00E+04
  1.52E-09  1.52E-09  1.52E-09  1.52E-09  1.52E-09  1.52E-09   QTIEV
  1.52E-09  1.52E-09  1.52E-09  1.51E-09  1.51E-09  1.51E-09
  1.00E+11  2.00E+11  3.00E+11  5.00E+11  7.00E+11  1.00E+12   DENSI
  2.00E+12  3.00E+12  5.00E+12  7.00E+12  1.00E+13  2.00E+13
  2.50E+13  3.00E+13  5.00E+13  7.00E+13  1.00E+14  0.00E+00
  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1.38E-09  1.40E-09  1.41E-09  1.43E-09  1.44E-09  1.46E-09   QDENSI
  1.48E-09  1.49E-09  1.50E-09  1.51E-09  1.51E-09  1.52E-09
  1.52E-09  1.52E-09  1.52E-09  1.52E-09  1.52E-09  0.00E+00
  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1.00E+00  1.20E+00  1.50E+00  1.70E+00  2.00E+00  2.50E+00   ZEFF
  3.00E+00  3.50E+00  4.00E+00  4.50E+00  5.00E+00  6.00E+00
  1.51E-09  1.51E-09  1.51E-09  1.51E-09  1.52E-09  1.52E-09   QZEFF
  1.52E-09  1.52E-09  1.52E-09  1.52E-09  1.52E-09  1.52E-09
  3.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00   BMAG
  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1.52E-09  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00   QBMAG
  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
SPSCLMS ON H+1 WITH H(2S) DONOR 21/2/90      NCHEX       LMS   ISEL=3
  7.37E-08                                                     QEFREF
  4.00E+04  5.00E+03  2.50E+13  2.00E+00  3.00E+00             PARMREF
        20        12        17        12         1             NPARMSC
  1.00E+03  1.50E+03  2.00E+03  3.00E+03  5.00E+03  7.00E+03   ENER
  1.00E+04  1.50E+04  2.00E+04  3.00E+04  4.00E+04  5.00E+04
  6.00E+04  7.00E+04  1.00E+05  1.50E+05  2.00E+05  3.00E+05
  5.00E+05  7.00E+05  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  3.19E-08  3.99E-08  4.59E-08  5.88E-08  8.21E-08  1.06E-07   QENER
  1.39E-07  1.55E-07  1.48E-07  9.66E-08  7.37E-08  3.67E-08
  2.80E-08  1.66E-08  9.95E-09  3.42E-09  1.38E-09  2.68E-10
  2.34E-11  4.39E-12  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  1.00E+03  2.00E+03  3.00E+03  5.00E+03  7.00E+03  1.00E+04   TIEV
  1.30E+04  1.60E+04  1.90E+04  2.20E+04  2.50E+04  3.00E+04
  7.37E-08  7.37E-08  7.37E-08  7.37E-08  7.38E-08  7.38E-08   QTIEV
  7.38E-08  7.38E-08  7.38E-08  7.38E-08  7.38E-08  7.38E-08
  1.00E+11  2.00E+11  3.00E+11  5.00E+11  7.00E+11  1.00E+12   DENSI
  2.00E+12  3.00E+12  5.00E+12  7.00E+12  1.00E+13  2.00E+13
  2.50E+13  3.00E+13  5.00E+13  7.00E+13  1.00E+14  0.00E+00
  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00  0.00E+00
  7.68E-08  7.64E-08  7.61E-08  7.57E-08  7.54E-08  7.51E-08   QDENSI
  7.45E-08  7.43E-08  7.41E-08  7.40E-08  7.39E-08  7.38E-08
